"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
282973,"ENSG00000188385","JAKMIP3","Janus kinase and microtubule interacting protein 3","protein-coding","ENSMUSG00000056856",74004
282974,"ENSG00000165752","STK32C","serine/threonine kinase 32C","protein-coding","ENSMUSG00000015981",57740
282991,"ENSG00000196072","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","protein-coding","ENSMUSG00000057506",73689
282996,"ENSG00000203867","RBM20","RNA binding motif protein 20","protein-coding","ENSMUSG00000043639",73713
283078,"ENSG00000150051","MKX","mohawk homeobox","protein-coding","ENSMUSG00000061013",210719
283120,"ENSG00000130600","H19","H19 imprinted maternally expressed transcript","ncRNA","ENSMUSG00000000031",14955
283129,"ENSG00000168070","MAJIN","membrane anchored junction protein","protein-coding","ENSMUSG00000024786",622554
283130,"ENSG00000162241","SLC25A45","solute carrier family 25 member 45","protein-coding","ENSMUSG00000024818",107375
283131,"ENSG00000245532","NEAT1","nuclear paraspeckle assembly transcript 1","ncRNA","ENSMUSG00000092274",66961
283149,"ENSG00000186174","BCL9L","BCL9 like","protein-coding","ENSMUSG00000063382",80288
283150,"ENSG00000176302","FOXR1","forkhead box R1","protein-coding","ENSMUSG00000074397",382074
283152,"ENSG00000248712","CCDC153","coiled-coil domain containing 153","protein-coding","ENSMUSG00000070306",270150
283208,"ENSG00000149380","P4HA3","prolyl 4-hydroxylase subunit alpha 3","protein-coding","ENSMUSG00000051048",320452
283209,"ENSG00000165434","PGM2L1","phosphoglucomutase 2 like 1","protein-coding","ENSMUSG00000030729",70974
283212,"ENSG00000149243","KLHL35","kelch like family member 35","protein-coding","ENSMUSG00000035298",72184
283219,"ENSG00000188997","KCTD21","potassium channel tetramerization domain containing 21","protein-coding","ENSMUSG00000044952",622320
283229,"ENSG00000177685","CRACR2B","calcium release activated channel regulator 2B","protein-coding","ENSMUSG00000048200",213573
283232,"ENSG00000177042","TMEM80","transmembrane protein 80","protein-coding","ENSMUSG00000025505",71448
283234,"ENSG00000168071","CCDC88B","coiled-coil domain containing 88B","protein-coding","ENSMUSG00000047810",78317
283237,"ENSG00000162222","TTC9C","tetratricopeptide repeat domain 9C","protein-coding","ENSMUSG00000071660",70387
283248,"ENSG00000167771","RCOR2","REST corepressor 2","protein-coding","ENSMUSG00000024968",104383
283254,"ENSG00000180423","HARBI1","harbinger transposase derived 1","protein-coding","ENSMUSG00000027243",241547
283284,"ENSG00000179057","IGSF22","immunoglobulin superfamily member 22","protein-coding","ENSMUSG00000111473",102637012
283297,"ENSG00000170782","OR10A4","olfactory receptor family 10 subfamily A member 4","protein-coding","ENSMUSG00000073897",18314
283298,"ENSG00000183801","OLFML1","olfactomedin like 1","protein-coding","ENSMUSG00000051041",244198
283310,"ENSG00000165899","OTOGL","otogelin like","protein-coding","ENSMUSG00000091455",628870
283337,"ENSG00000139651","ZNF740","zinc finger protein 740","protein-coding","ENSMUSG00000046897",68744
283349,"ENSG00000153179","RASSF3","Ras association domain family member 3","protein-coding","ENSMUSG00000025795",192678
283358,"ENSG00000139044","B4GALNT3","beta-1,4-N-acetyl-galactosaminyltransferase 3","protein-coding","ENSMUSG00000041372",330406
283373,"ENSG00000139645","ANKRD52","ankyrin repeat domain 52","protein-coding","ENSMUSG00000014498",237615
283375,"ENSG00000139540","SLC39A5","solute carrier family 39 member 5","protein-coding","ENSMUSG00000039878",72002
283377,"ENSG00000176422","SPRYD4","SPRY domain containing 4","protein-coding","ENSMUSG00000051346",66701
283383,"ENSG00000111452","ADGRD1","adhesion G protein-coupled receptor D1","protein-coding","ENSMUSG00000044017",243277
283385,"ENSG00000139714","MORN3","MORN repeat containing 3","protein-coding","ENSMUSG00000029477",74890
283417,"ENSG00000177990","DPY19L2","dpy-19 like 2","protein-coding","ENSMUSG00000085576",320752
283420,"ENSG00000197992","CLEC9A","C-type lectin domain containing 9A","protein-coding","ENSMUSG00000046080",232414
283431,"ENSG00000139354","GAS2L3","growth arrest specific 2 like 3","protein-coding","ENSMUSG00000074802",237436
283446,"ENSG00000174527","MYO1H","myosin IH","protein-coding","ENSMUSG00000066952",231646
283450,"ENSG00000173064","HECTD4","HECT domain E3 ubiquitin protein ligase 4","protein-coding","ENSMUSG00000042744",269700
283455,"ENSG00000171435","KSR2","kinase suppressor of ras 2","protein-coding","ENSMUSG00000061578",333050
283459,"ENSG00000257218","GATC","glutamyl-tRNA amidotransferase subunit C","protein-coding","ENSMUSG00000029536",384281
283461,"ENSG00000180116","REDIC1","regulator of DNA class I crossover intermediates 1","protein-coding","ENSMUSG00000078932",545126
283463,"ENSG00000205592","MUC19","mucin 19, oligomeric","protein-coding","ENSMUSG00000118670",239611
283464,"ENSG00000151233","GXYLT1","glucoside xylosyltransferase 1","protein-coding","ENSMUSG00000036197",223827
283471,"ENSG00000186452","TMPRSS12","transmembrane serine protease 12","protein-coding","ENSMUSG00000045631",75002
283489,"ENSG00000198824","CHAMP1","chromosome alignment maintaining phosphoprotein 1","protein-coding","ENSMUSG00000047710",101994
283514,"ENSG00000215475","SIAH3","siah E3 ubiquitin protein ligase family member 3","protein-coding","ENSMUSG00000091722",380918
283518,"ENSG00000198553","KCNRG","potassium channel regulator","protein-coding","ENSMUSG00000046168",328424
283537,"ENSG00000139508","SLC46A3","solute carrier family 46 member 3","protein-coding","ENSMUSG00000029650",71706
283554,"ENSG00000180998","GPR137C","G protein-coupled receptor 137C","protein-coding","ENSMUSG00000049092",70713
283571,"ENSG00000119608","PROX2","prospero homeobox 2","protein-coding","ENSMUSG00000042320",73422
283576,"ENSG00000177108","ZDHHC22","zinc finger DHHC-type palmitoyltransferase 22","protein-coding","ENSMUSG00000048483",238331
283578,"ENSG00000100580","TMED8","transmembrane p24 trafficking protein family member 8","protein-coding","ENSMUSG00000034111",382620
283600,"ENSG00000140107","SLC25A47","solute carrier family 25 member 47","protein-coding","ENSMUSG00000048856",104910
283629,"ENSG00000139908","TSSK4","testis specific serine kinase 4","protein-coding","ENSMUSG00000007591",71099
283635,"ENSG00000151327","FAM177A1","family with sequence similarity 177 member A1","protein-coding","ENSMUSG00000094103",100101807
283638,"ENSG00000099814","CEP170B","centrosomal protein 170B","protein-coding","ENSMUSG00000072825",217882
283643,"ENSG00000185347","TEDC1","tubulin epsilon and delta complex 1","protein-coding","ENSMUSG00000037466",104732
283652,"ENSG00000188467","SLC24A5","solute carrier family 24 member 5","protein-coding","ENSMUSG00000035183",317750
283659,"ENSG00000166450","PRTG","protogenin","protein-coding","ENSMUSG00000036030",235472
283677,"ENSG00000183324","REC114","REC114 meiotic recombination protein","protein-coding","ENSMUSG00000074269",73673
283726,"ENSG00000188659","SAXO2","stabilizer of axonemal microtubules 2","protein-coding","ENSMUSG00000038570",330577
283742,"ENSG00000171262","FAM98B","family with sequence similarity 98 member B","protein-coding","ENSMUSG00000027349",68215
283748,"ENSG00000159337","PLA2G4D","phospholipase A2 group IVD","protein-coding","ENSMUSG00000070719",78390
283777,"ENSG00000283597","FAM169BP","protein FAM169B","pseudo","ENSMUSG00000074071",434197
283807,"ENSG00000197361","FBXL22","F-box and leucine rich repeat protein 22","protein-coding","ENSMUSG00000050503",74165
283847,"ENSG00000249961","TERB1","telomere repeat binding bouquet formation protein 1","protein-coding","ENSMUSG00000052616",320022
283848,"ENSG00000172824","CES4A","carboxylesterase 4A","protein-coding","ENSMUSG00000060560",234677
283849,"ENSG00000179044","EXOC3L1","exocyst complex component 3 like 1","protein-coding","ENSMUSG00000043251",277978
283869,"ENSG00000183971","NPW","neuropeptide W","protein-coding","ENSMUSG00000071230",381073
283870,"ENSG00000182685","BRICD5","BRICHOS domain containing 5","protein-coding","ENSMUSG00000045744",319259
283871,"ENSG00000184207","PGP","phosphoglycolate phosphatase","protein-coding","ENSMUSG00000043445",67078
283875,"ENSG00000262152","GREP1","glycine rich extracellular protein 1","protein-coding","ENSMUSG00000043747",320309
283897,"ENSG00000185905","C16orf54","chromosome 16 open reading frame 54","protein-coding","ENSMUSG00000045165",101602
283899,"ENSG00000169592","INO80E","INO80 complex subunit E","protein-coding","ENSMUSG00000030689",233875
283927,"ENSG00000140876","NUDT7","nudix hydrolase 7","protein-coding","ENSMUSG00000031767",67528
283948,"ENSG00000257108","NHLRC4","NHL repeat containing 4","protein-coding","ENSMUSG00000090113",621239
283951,"ENSG00000174109","UQCC4","ubiquinol-cytochrome c reductase complex assembly factor 4","protein-coding","ENSMUSG00000067722",214489
283953,"ENSG00000232258","TMEM114","transmembrane protein 114","protein-coding","ENSMUSG00000022715",74720
283985,"ENSG00000172782","FADS6","fatty acid desaturase 6","protein-coding","ENSMUSG00000044788",328035
283987,"ENSG00000167861","HID1","HID1 domain containing","protein-coding","ENSMUSG00000034586",217310
283989,"ENSG00000182173","TSEN54","tRNA splicing endonuclease subunit 54","protein-coding","ENSMUSG00000020781",76265
283991,"ENSG00000185262","UBALD2","UBA like domain containing 2","protein-coding","ENSMUSG00000050628",319370
283999,"ENSG00000204278","TMEM235","transmembrane protein 235","protein-coding","ENSMUSG00000070330",546519
284001,"ENSG00000176155","CCDC57","coiled-coil domain containing 57","protein-coding","ENSMUSG00000048445",71276
284004,"ENSG00000169660","HEXD","hexosaminidase D","protein-coding","ENSMUSG00000039307",238023
284013,"ENSG00000182853","VMO1","vitelline membrane outer layer 1 homolog","protein-coding","ENSMUSG00000020830",327956
284018,"ENSG00000186665","C17orf58","chromosome 17 open reading frame 58","protein-coding","ENSMUSG00000078607",69066
284021,"ENSG00000271605","MILR1","mast cell immunoglobulin like receptor 1","protein-coding","ENSMUSG00000040528",380732
284023,"ENSG00000179859","RNF227","ring finger protein 227","protein-coding","ENSMUSG00000043419",80515
284040,"ENSG00000239704","CDRT4","CMT1A duplicated region transcript 4","protein-coding","ENSMUSG00000042200",66338
284058,"ENSG00000120071","KANSL1","KAT8 regulatory NSL complex subunit 1","protein-coding","ENSMUSG00000018412",76719
284067,"ENSG00000231256","CFAP97D1","CFAP97 domain containing 1","protein-coding","ENSMUSG00000010841",75437
284069,"ENSG00000161682","FAM171A2","family with sequence similarity 171 member A2","protein-coding","ENSMUSG00000034685",217219
284071,"ENSG00000180336","MEIOC","meiosis specific with coiled-coil domain","protein-coding","ENSMUSG00000051455",268491
284076,"ENSG00000170703","TTLL6","tubulin tyrosine ligase like 6","protein-coding","ENSMUSG00000038756",237930
284086,"ENSG00000160602","NEK8","NIMA related kinase 8","protein-coding","ENSMUSG00000017405",140859
284098,"ENSG00000275600","PIGW","phosphatidylinositol glycan anchor biosynthesis class W","protein-coding","ENSMUSG00000045140",70325
284099,"ENSG00000278145","C17orf78","chromosome 17 open reading frame 78","protein-coding","ENSMUSG00000051452",628813
284106,"ENSG00000274768","CISD3","CDGSH iron sulfur domain 3","protein-coding","ENSMUSG00000078695",217149
284111,"ENSG00000141485","SLC13A5","solute carrier family 13 member 5","protein-coding","ENSMUSG00000020805",237831
284114,"ENSG00000181284","TMEM102","transmembrane protein 102","protein-coding","ENSMUSG00000089876",380705
284119,"ENSG00000177469","CAVIN1","caveolae associated protein 1","protein-coding","ENSMUSG00000004044",19285
284129,"ENSG00000181045","SLC26A11","solute carrier family 26 member 11","protein-coding","ENSMUSG00000039908",268512
284131,"ENSG00000173818","ENDOV","endonuclease V","protein-coding","ENSMUSG00000039850",338371
284161,"ENSG00000153982","GDPD1","glycerophosphodiester phosphodiesterase domain containing 1","protein-coding","ENSMUSG00000061666",66569
284184,"ENSG00000224877","NDUFAF8","NADH:ubiquinone oxidoreductase complex assembly factor 8","protein-coding","ENSMUSG00000078572",208501
284207,"ENSG00000176845","METRNL","meteorin like, glial cell differentiation regulator","protein-coding","ENSMUSG00000039208",210029
284217,"ENSG00000101680","LAMA1","laminin subunit alpha 1","protein-coding","ENSMUSG00000032796",16772
284252,"ENSG00000134504","KCTD1","potassium channel tetramerization domain containing 1","protein-coding","ENSMUSG00000036225",106931
284266,"ENSG00000197046","SIGLEC15","sialic acid binding Ig like lectin 15","protein-coding","ENSMUSG00000091055",620235
284273,"ENSG00000180011","PTGR3","prostaglandin reductase 3","protein-coding","ENSMUSG00000049090",225791
284297,"ENSG00000179954","SSC5D","scavenger receptor cysteine rich family member with 5 domains","protein-coding","ENSMUSG00000035279",269855
284325,"ENSG00000188493","ACTMAP","actin maturation protease","protein-coding","ENSMUSG00000078786",414069
284338,"ENSG00000188368","PRR19","proline rich 19","protein-coding","ENSMUSG00000058741",623131
284339,"ENSG00000167619","TMEM145","transmembrane protein 145","protein-coding","ENSMUSG00000043843",330485
284340,"ENSG00000189377","CXCL17","C-X-C motif chemokine ligand 17","protein-coding","ENSMUSG00000060188",232983
284346,"ENSG00000176472","ZNF575","zinc finger protein 575","protein-coding","ENSMUSG00000066721",101544
284348,"ENSG00000159871","LYPD5","LY6/PLAUR domain containing 5","protein-coding","ENSMUSG00000030484",76942
284352,"ENSG00000104866","PPP1R37","protein phosphatase 1 regulatory subunit 37","protein-coding","ENSMUSG00000051403",232947
284353,"ENSG00000179846","NKPD1","NTPase KAP family P-loop domain containing 1","protein-coding","ENSMUSG00000060621",69547
284358,"ENSG00000176909","MAMSTR","MEF2 activating motif and SAP domain containing transcriptional regulator","protein-coding","ENSMUSG00000042918",74490
284359,"ENSG00000182264","IZUMO1","izumo sperm-oocyte fusion 1","protein-coding","ENSMUSG00000064158",73456
284361,"ENSG00000161671","EMC10","ER membrane protein complex subunit 10","protein-coding","ENSMUSG00000008140",69683
284366,"ENSG00000213022","KLK9","kallikrein related peptidase 9","protein-coding","ENSMUSG00000047884",101533
284369,"ENSG00000179213","SIGLECL1","SIGLEC family like 1","protein-coding","ENSMUSG00000108695",100039946
284382,"ENSG00000181786","ACTL9","actin like 9","protein-coding","ENSMUSG00000092519",69481
284403,"ENSG00000075702","WDR62","WD repeat domain 62","protein-coding","ENSMUSG00000037020",233064
284417,"ENSG00000180061","TMEM150B","transmembrane protein 150B","protein-coding","ENSMUSG00000046456",330460
284418,"ENSG00000180043","GARIN5B","golgi associated RAB2 interactor family member 5B","protein-coding","ENSMUSG00000092518",243822
284422,"ENSG00000095932","SMIM24","small integral membrane protein 24","protein-coding","ENSMUSG00000078439",72273
284427,"ENSG00000181240","SLC25A41","solute carrier family 25 member 41","protein-coding","ENSMUSG00000011486",103775
284434,"ENSG00000188039","NWD1","NACHT and WD repeat domain containing 1","protein-coding","ENSMUSG00000048148",319555
284439,"ENSG00000181035","SLC25A42","solute carrier family 25 member 42","protein-coding","ENSMUSG00000002346",73095
284451,"ENSG00000181781","CIMAP1D","CIMAP1 family member D","protein-coding","ENSMUSG00000035963",382384
284467,"ENSG00000184599","TAFA3","TAFA chemokine like family member 3","protein-coding","ENSMUSG00000055865",329731
284485,"ENSG00000178796","RIIAD1","regulatory subunit of type II PKA R-subunit domain containing 1","protein-coding","ENSMUSG00000028139",66353
284486,"ENSG00000196407","THEM5","thioesterase superfamily member 5","protein-coding","ENSMUSG00000028148",66198
284498,"ENSG00000215910","C1orf167","chromosome 1 open reading frame 167","protein-coding",NA,102634746
284525,"ENSG00000162753","SLC9C2","solute carrier family 9 member C2 (putative)","protein-coding","ENSMUSG00000102817",620839
