"human_geneid","human_EnsemblID","human_Symbol","human_type_of_gene","human_description","marmoset_EnsemblID","marmoset_geneid","marmoset_Symbol","mouse_EnsemblID","mouse_geneid","mouse_Symbol","rhesus_macaque_EnsemblID","rhesus_macaque_geneid","rhesus_macaque_Symbol"
130026,"ENSG00000163596","ICA1L","protein-coding","islet cell autoantigen 1 like",NA,100403692,"ICA1L","ENSMUSG00000026018",70375,"Ica1l","ENSMMUG00000017364",704305,"ICA1L"
130074,"ENSG00000152102","FAM168B","protein-coding","family with sequence similarity 168 member B",NA,100393055,"FAM168B","ENSMUSG00000037503",214469,"Fam168b","ENSMMUG00000061826",703758,"FAM168B"
130075,"ENSG00000258083","OR9A4","protein-coding","olfactory receptor family 9 subfamily A member 4",NA,100397785,"LOC100397785","ENSMUSG00000045514",258381,"Or9a4",NA,NA,NA
130106,"ENSG00000157884","CIB4","protein-coding","calcium and integrin binding family member 4","ENSCJAG00000001393",100388262,"CIB4","ENSMUSG00000053194",73259,"Cib4","ENSMMUG00000014297",698902,"CIB4"
130120,"ENSG00000143954","REG3G","protein-coding","regenerating family member 3 gamma",NA,100411346,"REG3G",NA,NA,NA,"ENSMMUG00000061134",711637,"REG3G"
130132,"ENSG00000162944","RFTN2","protein-coding","raftlin family member 2","ENSCJAG00000004062",100386056,"RFTN2","ENSMUSG00000025978",74013,"Rftn2","ENSMMUG00000023809",697562,"RFTN2"
130162,"ENSG00000162994","CLHC1","protein-coding","clathrin heavy chain linker domain containing 1",NA,100894439,"CLHC1","ENSMUSG00000020461",73324,"Clhc1","ENSMMUG00000011346",716959,"CLHC1"
130271,"ENSG00000152527","PLEKHH2","protein-coding","pleckstrin homology, MyTH4 and FERM domain containing H2",NA,100406880,"PLEKHH2","ENSMUSG00000040852",213556,"Plekhh2","ENSMMUG00000008074",713488,"PLEKHH2"
130340,"ENSG00000152056","AP1S3","protein-coding","adaptor related protein complex 1 subunit sigma 3","ENSCJAG00000012352",100385953,"AP1S3","ENSMUSG00000054702",252903,"Ap1s3","ENSMMUG00000009710",710257,"AP1S3"
130355,"ENSG00000186132","C2orf76","protein-coding","chromosome 2 open reading frame 76","ENSCJAG00000021435",100402001,"C6H2orf76","ENSMUSG00000026388",73103,"3110009E18Rik","ENSMMUG00000062492",694824,"C12H2orf76"
130367,"ENSG00000163082","SGPP2","protein-coding","sphingosine-1-phosphate phosphatase 2","ENSCJAG00000012173",100407081,"SGPP2","ENSMUSG00000032908",433323,"Sgpp2","ENSMMUG00000062499",705674,"SGPP2"
130399,"ENSG00000123612","ACVR1C","protein-coding","activin A receptor type 1C","ENSCJAG00000015385",100407436,"ACVR1C","ENSMUSG00000026834",269275,"Acvr1c","ENSMMUG00000003707",697826,"ACVR1C"
130497,"ENSG00000143867","OSR1","protein-coding","odd-skipped related transcription factor 1","ENSCJAG00000007379",100402532,"OSR1","ENSMUSG00000048387",23967,"Osr1",NA,106992850,"OSR1"
130502,"ENSG00000183891","TTC32","protein-coding","tetratricopeptide repeat domain 32","ENSCJAG00000007383",100392987,"TTC32","ENSMUSG00000066637",75516,"Ttc32","ENSMMUG00000001570",700947,"TTC32"
130507,"ENSG00000144357","UBR3","protein-coding","ubiquitin protein ligase E3 component n-recognin 3",NA,100413686,"UBR3","ENSMUSG00000044308",68795,"Ubr3","ENSMMUG00000023062",710524,"UBR3"
130535,"ENSG00000155729","KCTD18","protein-coding","potassium channel tetramerization domain containing 18",NA,100393306,"KCTD18","ENSMUSG00000054770",51960,"Kctd18","ENSMMUG00000008102",699824,"KCTD18"
130540,"ENSG00000155749","FLACC1","protein-coding","flagellum associated containing coiled-coil domains 1",NA,100895111,"FLACC1",NA,NA,NA,"ENSMMUG00000018356",701657,"FLACC1"
130557,"ENSG00000163795","ZNF513","protein-coding","zinc finger protein 513",NA,100403613,"ZNF513","ENSMUSG00000043059",101023,"Zfp513","ENSMMUG00000058387",700577,"ZNF513"
130560,"ENSG00000173699","SPATA3","protein-coding","spermatogenesis associated 3","ENSCJAG00000013367",100393784,"SPATA3","ENSMUSG00000026226",70060,"Spata3",NA,711562,"SPATA3"
130574,"ENSG00000187123","LYPD6","protein-coding","LY6/PLAUR domain containing 6","ENSCJAG00000003080",100391229,"LYPD6","ENSMUSG00000050447",320343,"Lypd6","ENSMMUG00000038492",693649,"LYPD6"
130576,"ENSG00000150556","LYPD6B","protein-coding","LY6/PLAUR domain containing 6B",NA,100391593,"LYPD6B","ENSMUSG00000026765",71897,"Lypd6b","ENSMMUG00000009475",693727,"LYPD6B"
130589,"ENSG00000143891","GALM","protein-coding","galactose mutarotase","ENSCJAG00000004171",100415655,"GALM","ENSMUSG00000035473",319625,"Galm","ENSMMUG00000008248",713253,"GALM"
130612,"ENSG00000188760","TMEM198","protein-coding","transmembrane protein 198","ENSCJAG00000011913",100403696,"TMEM198","ENSMUSG00000051703",319998,"Tmem198","ENSMMUG00000013241",704089,"TMEM198"
130617,"ENSG00000158552","ZFAND2B","protein-coding","zinc finger AN1-type containing 2B",NA,100398721,"ZFAND2B","ENSMUSG00000026197",68818,"Zfand2b","ENSMMUG00000019614",702027,"ZFAND2B"
130733,"ENSG00000152154","TMEM178A","protein-coding","transmembrane protein 178A",NA,103787238,"TMEM178A","ENSMUSG00000024245",68027,"Tmem178","ENSMMUG00000043458",714010,"TMEM178A"
130749,"ENSG00000144410","CPO","protein-coding","carboxypeptidase O","ENSCJAG00000005991",100406230,"CPO","ENSMUSG00000082373",102637534,"Gm13754","ENSMMUG00000063052",100424615,"CPO"
130752,"ENSG00000138400","MDH1B","protein-coding","malate dehydrogenase 1B",NA,100408765,"MDH1B","ENSMUSG00000025963",76668,"Mdh1b","ENSMMUG00000017734",708188,"MDH1B"
130813,"ENSG00000150873","C2orf50","protein-coding","chromosome 2 open reading frame 50","ENSCJAG00000006799",100401565,"C14H2orf50","ENSMUSG00000071398",73667,"2410004P03Rik","ENSMMUG00000064867",708351,"C13H2orf50"
130814,"ENSG00000162976","SLC66A3","protein-coding","solute carrier family 66 member 3","ENSCJAG00000006801",100408697,"SLC66A3","ENSMUSG00000045679",217430,"Slc66a3","ENSMMUG00000022785",696961,"SLC66A3"
130827,"ENSG00000170417","TMEM182","protein-coding","transmembrane protein 182","ENSCJAG00000035523",100398515,"TMEM182","ENSMUSG00000079588",381339,"Tmem182","ENSMMUG00000004169",712344,"TMEM182"
130888,"ENSG00000153832","FBXO36","protein-coding","F-box protein 36","ENSCJAG00000013238",100390996,"FBXO36","ENSMUSG00000073633",66153,"Fbxo36","ENSMMUG00000060456",106992759,"FBXO36"
130916,"ENSG00000122085","MTERF4","protein-coding","mitochondrial transcription termination factor 4","ENSCJAG00000006346",100394973,"MTERF4","ENSMUSG00000026273",69821,"Mterf4","ENSMMUG00000006835",717484,"MTERF4"
130940,"ENSG00000153237","CCDC148","protein-coding","coiled-coil domain containing 148",NA,100414882,"CCDC148","ENSMUSG00000036641",227933,"Ccdc148","ENSMMUG00000011637",698322,"CCDC148"
130951,"ENSG00000159374","M1AP","protein-coding","meiosis 1 associated protein","ENSCJAG00000017228",100415650,"M1AP","ENSMUSG00000030041",110958,"M1ap","ENSMMUG00000002140",710210,"M1AP"
131034,"ENSG00000196353","CPNE4","protein-coding","copine 4",NA,100408970,"CPNE4","ENSMUSG00000032564",74020,"Cpne4","ENSMMUG00000003277",719231,"CPNE4"
131076,"ENSG00000160124","MIX23","protein-coding","mitochondrial matrix import factor 23","ENSCJAG00000008132",100405318,"MIX23","ENSMUSG00000075229",381045,"Mix23","ENSMMUG00000047586",714602,"MIX23"
131096,"ENSG00000183960","KCNH8","protein-coding","potassium voltage-gated channel subfamily H member 8","ENSCJAG00000003681",100389611,"KCNH8","ENSMUSG00000035580",211468,"Kcnh8","ENSMMUG00000005370",697225,"KCNH8"
131118,"ENSG00000205981","DNAJC19","protein-coding","DnaJ heat shock protein family (Hsp40) member C19","ENSCJAG00000012795",100400338,"DNAJC19","ENSMUSG00000027679",67713,"Dnajc19","ENSMMUG00000012104",710082,"DNAJC19"
131149,"ENSG00000182447","OTOL1","protein-coding","otolin 1",NA,100411724,"OTOL1","ENSMUSG00000027788",229389,"Otol1","ENSMMUG00000016200",100426070,"OTOL1"
131177,"ENSG00000198643","FAM3D","protein-coding","FAM3 metabolism regulating signaling molecule D","ENSCJAG00000019719",100404832,"FAM3D","ENSMUSG00000021749",18300,"Fam3d","ENSMMUG00000043629",705756,"FAM3D"
131368,"ENSG00000170044","ZPLD1","protein-coding","zona pellucida like domain containing 1","ENSCJAG00000000461",100410886,"ZPLD1","ENSMUSG00000064310",239852,"Zpld1","ENSMMUG00000021859",703200,"ZPLD1"
131375,"ENSG00000157093","LYZL4","protein-coding","lysozyme like 4",NA,100396495,"LYZL4","ENSMUSG00000032530",69032,"Lyzl4","ENSMMUG00000017576",716549,"LYZL4"
131377,"ENSG00000157119","KLHL40","protein-coding","kelch like family member 40",NA,100403638,"KLHL40","ENSMUSG00000074001",72330,"Klhl40","ENSMMUG00000021244",717366,"KLHL40"
131405,"ENSG00000206557","TRIM71","protein-coding","tripartite motif containing 71",NA,100396005,"TRIM71","ENSMUSG00000079259",636931,"Trim71","ENSMMUG00000004538",705341,"TRIM71"
131408,"ENSG00000175182","FAM131A","protein-coding","family with sequence similarity 131 member A","ENSCJAG00000014992",100393359,"FAM131A","ENSMUSG00000050821",78408,"Fam131a","ENSMMUG00000007503",702485,"FAM131A"
131450,"ENSG00000163606","CD200R1","protein-coding","CD200 receptor 1",NA,100388763,"CD200R1","ENSMUSG00000022667",57781,"Cd200r1","ENSMMUG00000003199",708734,"CD200R1"
131474,"ENSG00000163528","CHCHD4","protein-coding","coiled-coil-helix-coiled-coil-helix domain containing 4",NA,100402184,"CHCHD4","ENSMUSG00000034203",72170,"Chchd4","ENSMMUG00000023125",700814,"CHCHD4"
131540,"ENSG00000163958","ZDHHC19","protein-coding","zinc finger DHHC-type palmitoyltransferase 19","ENSCJAG00000015076",100406789,"ZDHHC19","ENSMUSG00000052363",245308,"Zdhhc19","ENSMMUG00000022673",710811,"ZDHHC19"
131544,"ENSG00000080200","CRYBG3","protein-coding","crystallin beta-gamma domain containing 3",NA,100414005,"CRYBG3","ENSMUSG00000022723",224273,"Crybg3","ENSMMUG00000038349",698282,"CRYBG3"
131566,"ENSG00000057019","DCBLD2","protein-coding","discoidin, CUB and LCCL domain containing 2","ENSCJAG00000000646",100388875,"DCBLD2","ENSMUSG00000035107",73379,"Dcbld2","ENSMMUG00000017438",700151,"DCBLD2"
131578,"ENSG00000172061","LRRC15","protein-coding","leucine rich repeat containing 15","ENSCJAG00000014042",100896472,"LRRC15","ENSMUSG00000052316",74488,"Lrrc15","ENSMMUG00000007866",707574,"LRRC15"
131583,"ENSG00000185112","FAM43A","protein-coding","family with sequence similarity 43 member A",NA,100387901,"FAM43A","ENSMUSG00000046546",224093,"Fam43a",NA,708207,"FAM43A"
131601,"ENSG00000163870","TPRA1","protein-coding","transmembrane protein adipocyte associated 1","ENSCJAG00000008960",100415664,"TPRA1","ENSMUSG00000002871",24100,"Tpra1","ENSMMUG00000000756",707221,"TPRA1"
131616,"ENSG00000169964","TMEM42","protein-coding","transmembrane protein 42","ENSCJAG00000001914",100393475,"TMEM42","ENSMUSG00000066233",66079,"Tmem42","ENSMMUG00000003650",714654,"TMEM42"
131669,"ENSG00000159650","UROC1","protein-coding","urocanate hydratase 1","ENSCJAG00000034319",100396969,"UROC1","ENSMUSG00000034456",243537,"Uroc1","ENSMMUG00000004197",716511,"UROC1"
131831,"ENSG00000163645","ERICH6","protein-coding","glutamate rich 6",NA,100398076,"ERICH6","ENSMUSG00000070471",545527,"Erich6","ENSMMUG00000017509",710313,"ERICH6"
131870,"ENSG00000198585","NUDT16","protein-coding","nudix hydrolase 16",NA,100410770,"NUDT16","ENSMUSG00000032565",75686,"Nudt16",NA,NA,NA
131873,"ENSG00000206384","COL6A6","protein-coding","collagen type VI alpha 6 chain",NA,NA,NA,"ENSMUSG00000043719",245026,"Col6a6","ENSMMUG00000040631",719319,"COL6A6"
131890,"ENSG00000114124","GRK7","protein-coding","G protein-coupled receptor kinase 7","ENSCJAG00000001987",100385178,"GRK7",NA,NA,NA,"ENSMMUG00000007387",714916,"GRK7"
131920,"ENSG00000198398","TMEM207","protein-coding","transmembrane protein 207","ENSCJAG00000014216",100391883,"TMEM207","ENSMUSG00000091972",100043057,"Tmem207","ENSMMUG00000052741",704553,"TMEM207"
131965,"ENSG00000206562","METTL6","protein-coding","methyltransferase 6, tRNA N3-cytidine","ENSCJAG00000003415",100414599,"METTL6","ENSMUSG00000021891",67011,"Mettl6","ENSMMUG00000004933",694202,"METTL6"
132001,"ENSG00000144559","TAMM41","protein-coding","TAM41 mitochondrial translocator assembly and maintenance homolog","ENSCJAG00000016643",100413021,"TAMM41","ENSMUSG00000030316",68971,"Tamm41","ENSMMUG00000013372",695998,"TAMM41"
132014,"ENSG00000163701","IL17RE","protein-coding","interleukin 17 receptor E",NA,100401445,"IL17RE","ENSMUSG00000043088",57890,"Il17re","ENSMMUG00000018281",698972,"IL17RE"
132112,"ENSG00000175077","RTP1","protein-coding","receptor transporter protein 1","ENSCJAG00000014453",100410149,"RTP1","ENSMUSG00000033383",239766,"Rtp1","ENSMMUG00000052643",708309,"RTP1"
132141,"ENSG00000173389","IQCF1","protein-coding","IQ motif containing F1",NA,100410635,"IQCF1","ENSMUSG00000066383",74267,"Iqcf1","ENSMMUG00000004352",699719,"IQCF1"
132158,"ENSG00000168237","GLYCTK","protein-coding","glycerate kinase","ENSCJAG00000006155",100389119,"GLYCTK","ENSMUSG00000020258",235582,"Glyctk","ENSMMUG00000016971",697521,"GLYCTK"
132160,"ENSG00000164088","PPM1M","protein-coding","protein phosphatase, Mg2+/Mn2+ dependent 1M","ENSCJAG00000006090",100388398,"PPM1M","ENSMUSG00000020253",67905,"Ppm1m","ENSMMUG00000008236",697788,"PPM1M"
132200,"ENSG00000163632","C3orf49","protein-coding","chromosome 3 open reading frame 49",NA,118147726,"C15H3orf49","ENSMUSG00000079357",102633458,"Gm11100","ENSMMUG00000012780",114676180,"C2H3orf49"
132203,"ENSG00000188817","SNTN","protein-coding","sentan, cilia apical structure protein",NA,100400104,"SNTN","ENSMUSG00000044772",218739,"Sntn",NA,702223,"SNTN"
132204,"ENSG00000163630","SYNPR","protein-coding","synaptoporin","ENSCJAG00000019605",100412779,"SYNPR","ENSMUSG00000056296",72003,"Synpr","ENSMMUG00000023718",699098,"SYNPR"
132228,"ENSG00000179564","LSMEM2","protein-coding","leucine rich single-pass membrane protein 2",NA,100405194,"LSMEM2","ENSMUSG00000103409",434436,"Lsmem2","ENSMMUG00000063881",703202,"LSMEM2"
132243,"ENSG00000178804","H1-8","protein-coding","H1.8 linker histone",NA,NA,NA,"ENSMUSG00000042279",171506,"H1f8","ENSMMUG00000012736",702823,"H1-8"
132299,"ENSG00000145247","OCIAD2","protein-coding","OCIA domain containing 2","ENSCJAG00000018637",100392649,"OCIAD2","ENSMUSG00000029153",433904,"Ociad2","ENSMMUG00000014869",706300,"OCIAD2"
132320,"ENSG00000151466","SCLT1","protein-coding","sodium channel and clathrin linker 1","ENSCJAG00000003278",100404724,"SCLT1","ENSMUSG00000059834",67161,"Sclt1","ENSMMUG00000002146",693822,"SCLT1"
132321,"ENSG00000151470","C4orf33","protein-coding","chromosome 4 open reading frame 33","ENSCJAG00000003274",100390462,"C3H4orf33","ENSMUSG00000025766",73852,"D3Ertd751e","ENSMMUG00000052633",694081,"C5H4orf33"
132332,"ENSG00000164112","SMIM43","protein-coding","small integral membrane protein 43",NA,100389018,"SMIM43","ENSMUSG00000085007",100503068,"Smim43","ENSMMUG00000001752",707055,"TMEM155"
132430,"ENSG00000254535","PABPC4L","protein-coding","poly(A) binding protein cytoplasmic 4 like","ENSCJAG00000003241",100389746,"PABPC4L","ENSMUSG00000090919",241989,"Pabpc4l","ENSMMUG00000007193",695433,"PABPC4L"
132612,"ENSG00000164113","ADAD1","protein-coding","adenosine deaminase domain containing 1",NA,100404366,"ADAD1","ENSMUSG00000027719",21744,"Adad1","ENSMMUG00000004572",707910,"ADAD1"
132625,"ENSG00000179059","ZFP42","protein-coding","ZFP42 zinc finger protein",NA,100405209,"ZFP42","ENSMUSG00000051176",22702,"Zfp42","ENSMMUG00000050465",707621,"ZFP42"
132660,"ENSG00000189308","LIN54","protein-coding","lin-54 DREAM MuvB core complex component","ENSCJAG00000005110",100403881,"LIN54","ENSMUSG00000118665",231506,"Lin54","ENSMMUG00000008514",693562,"LIN54"
132671,"ENSG00000163071","SPATA18","protein-coding","spermatogenesis associated 18","ENSCJAG00000018594",100411257,"SPATA18","ENSMUSG00000029155",73472,"Spata18","ENSMMUG00000018943",698868,"SPATA18"
132720,"ENSG00000174749","FAM241A","protein-coding","family with sequence similarity 241 member A","ENSCJAG00000003821",100895141,"FAM241A","ENSMUSG00000050549",70617,"Fam241a","ENSMMUG00000050382",700501,"FAM241A"
132724,"ENSG00000185873","TMPRSS11B","protein-coding","transmembrane serine protease 11B",NA,NA,NA,NA,NA,NA,"ENSMMUG00000060914",709809,"TMPRSS11B"
132789,"ENSG00000163281","GNPDA2","protein-coding","glucosamine-6-phosphate deaminase 2","ENSCJAG00000019049",100401845,"GNPDA2","ENSMUSG00000029209",67980,"Gnpda2","ENSMMUG00000009273",710175,"GNPDA2"
132851,"ENSG00000150628","SPATA4","protein-coding","spermatogenesis associated 4","ENSCJAG00000005386",100388779,"SPATA4","ENSMUSG00000031518",69281,"Spata4","ENSMMUG00000013733",641336,"SPATA4"
132864,"ENSG00000137449","CPEB2","protein-coding","cytoplasmic polyadenylation element binding protein 2","ENSCJAG00000012227",100402805,"CPEB2","ENSMUSG00000039782",231207,"Cpeb2","ENSMMUG00000001384",722844,"CPEB2"
132884,"ENSG00000173040","EVC2","protein-coding","EvC ciliary complex subunit 2",NA,100895988,"EVC2","ENSMUSG00000050248",68525,"Evc2","ENSMMUG00000020860",722758,"EVC2"
132946,"ENSG00000196503","ARL9","protein-coding","ADP ribosylation factor like GTPase 9",NA,103795334,"ARL9",NA,384185,"Arl9","ENSMMUG00000052194",695486,"ARL9"
132949,"ENSG00000157426","AASDH","protein-coding","aminoadipate-semialdehyde dehydrogenase","ENSCJAG00000018076",100399643,"AASDH","ENSMUSG00000055923",231326,"Aasdh","ENSMMUG00000016360",695946,"AASDH"
132954,"ENSG00000163440","PDCL2","protein-coding","phosducin like 2","ENSCJAG00000018258",100404370,"PDCL2","ENSMUSG00000029235",79455,"Pdcl2","ENSMMUG00000006271",696014,"PDCL2"
132989,"ENSG00000163633","C4orf36","protein-coding","chromosome 4 open reading frame 36",NA,100397222,"C3H4orf36",NA,NA,NA,"ENSMMUG00000059657",700500,"C5H4orf36"
133015,"ENSG00000163138","PACRGL","protein-coding","parkin coregulated like","ENSCJAG00000012915",100398443,"PACRGL","ENSMUSG00000029089",66768,"Pacrgl","ENSMMUG00000017670",715522,"PACRGL"
133022,"ENSG00000174599","TRAM1L1","protein-coding","translocation associated membrane protein 1 like 1",NA,100395179,"TRAM1L1","ENSMUSG00000044528",229801,"Tram1l1","ENSMMUG00000011778",704134,"TRAM1L1"
133060,"ENSG00000163982","OTOP1","protein-coding","otopetrin 1",NA,100411148,"OTOP1","ENSMUSG00000051596",21906,"Otop1","ENSMMUG00000002782",712780,"OTOP1"
133121,"ENSG00000164303","ENPP6","protein-coding","ectonucleotide pyrophosphatase/phosphodiesterase 6",NA,100412799,"ENPP6","ENSMUSG00000038173",320981,"Enpp6","ENSMMUG00000016747",693950,"ENPP6"
133308,"ENSG00000164038","SLC9B2","protein-coding","solute carrier family 9 member B2","ENSCJAG00000015568",100411143,"SLC9B2","ENSMUSG00000037994",97086,"Slc9b2","ENSMMUG00000019083",711024,"SLC9B2"
133383,"ENSG00000155542","SETD9","protein-coding","SET domain containing 9","ENSCJAG00000002145",100399993,"SETD9","ENSMUSG00000084217",102633089,"Setd9-ps","ENSMMUG00000030085",708019,"SETD9"
133396,"ENSG00000164509","IL31RA","protein-coding","interleukin 31 receptor A",NA,100397095,"IL31RA","ENSMUSG00000050377",218624,"Il31ra","ENSMMUG00000017394",709719,"IL31RA"
133418,"ENSG00000170571","EMB","protein-coding","embigin","ENSCJAG00000001432",100407757,"EMB","ENSMUSG00000021728",13723,"Emb","ENSMMUG00000016149",702068,"EMB"
133482,"ENSG00000205359","SLCO6A1","protein-coding","solute carrier organic anion transporter family member 6A1",NA,100387202,"SLCO6A1","ENSMUSG00000026331",74441,"Slco6c1","ENSMMUG00000029885",707421,"SLCO6A1"
133491,"ENSG00000185056","C5orf47","protein-coding","chromosome 5 open reading frame 47",NA,100411359,"C2H5orf47","ENSMUSG00000020299",67592,"4930524B15Rik","ENSMMUG00000059444",693364,"C6H5orf47"
133522,"ENSG00000155846","PPARGC1B","protein-coding","PPARG coactivator 1 beta","ENSCJAG00000021113",100387198,"PPARGC1B","ENSMUSG00000033871",170826,"Ppargc1b","ENSMMUG00000004749",711027,"PPARGC1B"
133558,"ENSG00000171495","MROH2B","protein-coding","maestro heat like repeat family member 2B","ENSCJAG00000007279",100415552,"MROH2B","ENSMUSG00000022155",223825,"Mroh2b","ENSMMUG00000004774",697286,"MROH2B"
